MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:96548	Il2	interleukin 2	3		cytokine activity	happens in T cell		IDA		J:1013 J:98326 	
MGI:96548	Il2	interleukin 2	3		cytokine activity			IDA		J:193599 	
MGI:96548	Il2	interleukin 2	3		cytokine activity	happens in T cell		IMP		J:142709 	
MGI:96548	Il2	interleukin 2	3		cytokine activity			ISO	RGD:620047 	J:155856 	
MGI:96548	Il2	interleukin 2	3		cytokine activity			ISO	P60568 	J:73065 	
MGI:96552	Il3	interleukin 3	11		cytokine activity	happens in mast cell		IDA		J:84889 	
MGI:96552	Il3	interleukin 3	11		cytokine activity	happens in B cell|happens in mast cell		IDA		J:62510 	
MGI:96552	Il3	interleukin 3	11		cytokine activity	happens in B cell		IDA		J:24973 	
MGI:96552	Il3	interleukin 3	11		cytokine activity	happens in granulocyte monocyte progenitor cell		IDA		J:98325 	
MGI:96552	Il3	interleukin 3	11		cytokine activity	happens in pro-B cell		IDA		J:21233 J:88294 	
MGI:96552	Il3	interleukin 3	11		cytokine activity	happens in myeloid lineage restricted progenitor cell		IDA		J:1049 	
MGI:96552	Il3	interleukin 3	11		cytokine activity			IDA		J:19621 	
MGI:96552	Il3	interleukin 3	11		cytokine activity			ISO	RGD:2897 	J:155856 	
MGI:96556	Il4	interleukin 4	11		cytokine activity			IBA	PTN002934025 	J:265628 	
MGI:96556	Il4	interleukin 4	11		cytokine activity	happens in T cell		IDA		J:1013 J:98326 J:112035 	
MGI:96556	Il4	interleukin 4	11		cytokine activity	happens in B cell		IDA		J:64603 J:76115 	
MGI:96556	Il4	interleukin 4	11		cytokine activity			IDA		J:88533 	
MGI:96557	Il5	interleukin 5	11		cytokine activity	happens in B cell		IDA		J:62510 	
MGI:96557	Il5	interleukin 5	11		cytokine activity			ISO	RGD:2900 	J:155856 	
MGI:96559	Il6	interleukin 6	5		cytokine activity	is a part of interleukin-6-mediated signaling pathway		IDA		J:129666 	
MGI:96559	Il6	interleukin 6	5		cytokine activity			IDA		J:771 J:85159 J:193599 	
MGI:96559	Il6	interleukin 6	5		cytokine activity			ISO	RGD:2901 	J:155856 	
MGI:96559	Il6	interleukin 6	5		cytokine activity			ISO	P05231 	J:164563 	
MGI:96561	Il7	interleukin 7	3		cytokine activity			IDA		J:81173 J:85809 	
MGI:96561	Il7	interleukin 7	3		cytokine activity			ISO	P13232 	J:164563 	
MGI:96563	Il9	interleukin 9	13		cytokine activity			IBA	PTN001445613 	J:265628 	
MGI:96563	Il9	interleukin 9	13		cytokine activity			ISO	RGD:620049 	J:155856 	
MGI:96537	Il10	interleukin 10	1		cytokine activity			IDA		J:88533 	
MGI:96537	Il10	interleukin 10	1		cytokine activity			IMP	MGI:1857199 	J:91939 	
MGI:107613	Il11	interleukin 11	7		cytokine activity			IBA	PTN002704120 	J:265628 	
MGI:107613	Il11	interleukin 11	7		cytokine activity	happens in pro-B cell		IDA		J:21233 	
MGI:96539	Il12a	interleukin 12a	3	contributes_to	cytokine activity	happens in T cell		IDA		J:65439 	
MGI:96539	Il12a	interleukin 12a	3	contributes_to	cytokine activity			ISO	P29459 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11	contributes_to	cytokine activity	happens in T cell		IDA		J:65439 	
MGI:96540	Il12b	interleukin 12b	11	contributes_to	cytokine activity			ISO	P29460 	J:164563 	
MGI:96541	Il13	interleukin 13	11		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:103014	Il15	interleukin 15	8		cytokine activity			IBA	PTN002682897 	J:265628 	
MGI:103014	Il15	interleukin 15	8		cytokine activity	happens in natural killer cell		IDA		J:119213 	
MGI:103014	Il15	interleukin 15	8		cytokine activity			IMP	MGI:2136897 	J:60915 	
MGI:1270855	Il16	interleukin 16	7		cytokine activity			IBA	PTN002602133 	J:265628 	
MGI:1270855	Il16	interleukin 16	7		cytokine activity			IDA		J:47849 	
MGI:107364	Il17a	interleukin 17A	1		cytokine activity			IEA	IPR010345 IPR020440 	J:72247 	
MGI:107364	Il17a	interleukin 17A	1		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1928397	Il17b	interleukin 17B	18		cytokine activity			IDA		J:153850 	
MGI:2446486	Il17c	interleukin 17C	8		cytokine activity			IDA		J:79437 	
MGI:2446510	Il17d	interleukin 17D	14		cytokine activity			ISO	Q8TAD2 	J:164563 	
MGI:2676631	Il17f	interleukin 17F	1		cytokine activity			ISO	Q96PD4 	J:164563 	
MGI:107936	Il18	interleukin 18	9		cytokine activity	happens in natural killer cell		IDA		J:75400 	
MGI:107936	Il18	interleukin 18	9		cytokine activity			IMP		J:102800 	
MGI:107936	Il18	interleukin 18	9		cytokine activity			ISO	Q14116 	J:164563 	
MGI:1890472	Il19	interleukin 19	1		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1890473	Il20	interleukin 20	1		cytokine activity			IDA		J:177783 	
MGI:1890473	Il20	interleukin 20	1		cytokine activity			ISS		J:66674 	
MGI:1890474	Il21	interleukin 21	3		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1355307	Il22	interleukin 22	10		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		cytokine activity			IEA	IPR010831 	J:72247 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:2135548	Il24	interleukin 24	1		cytokine activity			ISA	P18893 	J:69272 	
MGI:2135548	Il24	interleukin 24	1		cytokine activity			ISA	Q9JKV9 	J:69272 	
MGI:2155888	Il25	interleukin 25	14		cytokine activity			IDA		J:79437 	
MGI:2384409	Il27	interleukin 27	7		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1923649	Il31	interleukin 31	5		cytokine activity			IBA	PTN002214500 	J:265628 	
MGI:1923649	Il31	interleukin 31	5		cytokine activity			IDA		J:172699 	
MGI:1924375	Il33	interleukin 33	19		cytokine activity			IBA	PTN000473807 	J:265628 	
MGI:1924375	Il33	interleukin 33	19		cytokine activity			IDA		J:157197 	
MGI:1924375	Il33	interleukin 33	19		cytokine activity			IPI	PR:P14719-1 PR:P14719-2 	J:124985 	
MGI:1924375	Il33	interleukin 33	19		cytokine activity			ISO	O95760 	J:164563 	
MGI:1923777	Il34	interleukin 34	8		cytokine activity			IBA	PTN002823014 	J:265628 	
MGI:2151139	Iltifb	interleukin 10-related T cell-derived inducible factor beta	10		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:96569	Inha	inhibin alpha	1		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:96570	Inhba	inhibin beta-A	13		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:96570	Inhba	inhibin beta-A	13		cytokine activity			ISO	P08476 	J:164563 	
MGI:96571	Inhbb	inhibin beta-B	1		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:105932	Inhbc	inhibin beta-C	10		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:109269	Inhbe	inhibin beta-E	10		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:96974	Kitl	kit ligand	10		cytokine activity			IBA	PTN002611905 	J:265628 	
MGI:96974	Kitl	kit ligand	10		cytokine activity	happens in mast cell		IDA		J:84889 	
MGI:107405	Lefty1	left right determination factor 1	1		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:2443573	Lefty2	left-right determination factor 2	1		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:96787	Lif	leukemia inhibitory factor	11		cytokine activity			IBA	PTN000067074 	J:265628 	
MGI:96787	Lif	leukemia inhibitory factor	11		cytokine activity	happens in uterus		IDA		J:35071 	
MGI:96787	Lif	leukemia inhibitory factor	11		cytokine activity			IDA		J:88684 	
MGI:96787	Lif	leukemia inhibitory factor	11		cytokine activity			ISO	P15018 	J:73065 	
MGI:104797	Lta	lymphotoxin A	17		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:104796	Ltb	lymphotoxin B	17		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		cytokine activity			IDA		J:114878 J:157889 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		cytokine activity			ISO	P14174 	J:164563 	
MGI:3652339	Msmp	microseminoprotein, prostate associated	4		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:95691	Mstn	myostatin	1		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:1929865	Nampt	nicotinamide phosphoribosyltransferase	12		cytokine activity			ISO	RGD:631365 	J:155856 	
MGI:102570	Ndp	Norrie disease (pseudoglioma) (human)	X		cytokine activity			IBA	PTN002006975 	J:265628 	
MGI:102570	Ndp	Norrie disease (pseudoglioma) (human)	X		cytokine activity			IDA		J:107732 	
MGI:102570	Ndp	Norrie disease (pseudoglioma) (human)	X		cytokine activity			ISO	Q00604 	J:164563 	
MGI:97359	Nodal	nodal	10		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:104749	Osm	oncostatin M	11		cytokine activity			IBA	PTN000370309 	J:265628 	
MGI:104749	Osm	oncostatin M	11		cytokine activity			IDA		J:88684 	
MGI:104749	Osm	oncostatin M	11		cytokine activity			ISO	P13725 	J:164563 	
MGI:1888711	Pf4	platelet factor 4	5		chemokine activity			IBA	PTN000021269 	J:265628 	
MGI:1888711	Pf4	platelet factor 4	5		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1345092	Pglyrp1	peptidoglycan recognition protein 1	7		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1888712	Ppbp	pro-platelet basic protein	5		chemokine activity			IBA	PTN000021269 	J:265628 	
MGI:1888712	Ppbp	pro-platelet basic protein	5		chemokine activity			IDA		J:198197 	
MGI:97619	Prl7d1	prolactin family 7, subfamily d, member 1	13		cytokine activity	happens in blood vessel endothelial cell		IDA		J:21978 	
MGI:103033	Scg2	secretogranin II	1		cytokine activity			IBA	PTN000387919 	J:265628 	
MGI:103033	Scg2	secretogranin II	1		cytokine activity			ISO	P13521 	J:164563 	
MGI:103033	Scg2	secretogranin II	1		cytokine activity			ISS	P13521 	J:114140 	
MGI:1915912	Scgb3a1	secretoglobin, family 3A, member 1	11		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:2384805	Sectm1a	secreted and transmembrane 1A	11		cytokine activity			IEA	IPR033231 	J:72247 	
MGI:1929083	Sectm1b	secreted and transmembrane 1B	11		cytokine activity			IEA	IPR033231 	J:72247 	
MGI:1930923	Slurp1	secreted Ly6/Plaur domain containing 1	15		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:98389	Spp1	secreted phosphoprotein 1	5		cytokine activity			NAS		J:114071 	
MGI:2146182	Tafa5	TAFA chemokine like family member 5	15		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:98727	Tgfb3	transforming growth factor, beta 3	12		cytokine activity			IBA	PTN000218063 	J:265628 	
MGI:101875	Thpo	thrombopoietin	16		cytokine activity			IEA	IPR003978 	J:72247 	
MGI:101875	Thpo	thrombopoietin	16		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:98752	Timp1	tissue inhibitor of metalloproteinase 1	X		cytokine activity			ISO	P01033 	J:164563 	
MGI:104798	Tnf	tumor necrosis factor	17		cytokine activity			IBA	PTN001352146 	J:265628 	
MGI:104798	Tnf	tumor necrosis factor	17		cytokine activity	happens in hematopoietic stem cell		IDA		J:72219 	
MGI:104798	Tnf	tumor necrosis factor	17		cytokine activity	happens in fibroblast		IDA		J:75400 	
MGI:104798	Tnf	tumor necrosis factor	17		cytokine activity			ISO	P01375 	J:164563 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:88328	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8	4		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	17		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:107414	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	3		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1100089	Tnfsf11	tumor necrosis factor (ligand) superfamily, member 11	14		cytokine activity			ISO	O14788 	J:164563 	
MGI:1196259	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	11		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1916833	Tnfsf13	tumor necrosis factor (ligand) superfamily, member 13	11		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1344376	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	8		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1355317	Tnfsf14	tumor necrosis factor (ligand) superfamily, member 14	17		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:2180140	Tnfsf15	tumor necrosis factor (ligand) superfamily, member 15	4		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		cytokine activity			IEA	KW-0202 	J:60000 	
MGI:1855696	Tslp	thymic stromal lymphopoietin	18		cytokine activity			IBA	PTN002210673 	J:265628 	
MGI:1855696	Tslp	thymic stromal lymphopoietin	18		cytokine activity			IDA		J:64348 	
MGI:1855696	Tslp	thymic stromal lymphopoietin	18		cytokine activity			ISO	Q969D9 	J:164563 	
MGI:103178	Vegfa	vascular endothelial growth factor A	17		cytokine activity			ISO	P15692 	J:164563 	
MGI:98953	Wnt1	wingless-type MMTV integration site family, member 1	15		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98953	Wnt1	wingless-type MMTV integration site family, member 1	15		cytokine activity			IDA		J:161039 	
MGI:98954	Wnt2	wingless-type MMTV integration site family, member 2	6		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98954	Wnt2	wingless-type MMTV integration site family, member 2	6		cytokine activity			ISO	P09544 	J:164563 	
MGI:1261834	Wnt2b	wingless-type MMTV integration site family, member 2B	3		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98955	Wnt3	wingless-type MMTV integration site family, member 3	11		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		cytokine activity			IDA		J:162983 	
MGI:98959	Wnt5b	wingless-type MMTV integration site family, member 5B	6		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98960	Wnt6	wingless-type MMTV integration site family, member 6	1		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98961	Wnt7a	wingless-type MMTV integration site family, member 7A	6		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:98961	Wnt7a	wingless-type MMTV integration site family, member 7A	6		cytokine activity			ISO	O00755 	J:164563 	
MGI:98962	Wnt7b	wingless-type MMTV integration site family, member 7B	15		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:107924	Wnt8a	wingless-type MMTV integration site family, member 8A	18		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:109485	Wnt8b	wingless-type MMTV integration site family, member 8B	19		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:2446084	Wnt9a	wingless-type MMTV integration site family, member 9A	11		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:1197020	Wnt9b	wingless-type MMTV integration site family, member 9B	11		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:108071	Wnt10a	wingless-type MMTV integration site family, member 10A	1		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:108061	Wnt10b	wingless-type MMTV integration site family, member 10B	15		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:2136018	Wnt16	wingless-type MMTV integration site family, member 16	6		cytokine activity			IBA	PTN000246517 	J:265628 	
MGI:104593	Xcl1	chemokine (C motif) ligand 1	1		chemokine activity			IBA	PTN000245709 	J:265628 	
MGI:104593	Xcl1	chemokine (C motif) ligand 1	1		chemokine activity			IDA		J:29507 J:172916 	
MGI:104593	Xcl1	chemokine (C motif) ligand 1	1		chemokine activity			ISO	P47992 	J:164563 	
MGI:104593	Xcl1	chemokine (C motif) ligand 1	1		cytokine activity			IEA	KW-0202 	J:60000 	

