gene_name,gene_synonym
Gm12746,nan
Gm13857,nan
Mir1264,mmu-mir-1264
Pou2f3-rs1,Otf11-rs1
Mir467h,mmu-mir-467h|Mirn467h
Daglb,E330036I19Rik
Gm8480,nan
Gm27162,nan
Gm25217,nan
Gm47521,nan
Gm29259,nan
Gm31126,nan
Gm42609,nan
Inpp5b,75kDa
Olfr320,GA_x6K02T2NKPP-733777-732813|Olfr320|GA_x6K02T2NKPP-730312-729392|MOR285-4|MOR285-5|Olfr321-ps1
Gm3259,nan
Arhgdib,D4|Gdid4|Ly-GDI
Gm30363,nan
Mrgprb5,MrgB5
Gm43273,nan
Gm17382,nan
Cacna1i,nan
Itgb3bp,4930471O16Rik
4930509H03Rik,nan
Setd4,ORF21
Vmn1r124,Gm9500
Mup-ps20,Gm12558
1700003C15Rik,nan
Gm8267,nan
Mir7046,mmu-mir-7046
Gm43441,nan
Olfr183,GA_x54KRFPKG5P-55229158-55230087|MOR183-2
Gabra1,Gabra-1|GABAA alpha 1|GABAAR alpha1
2900022M07Rik,nan
Fam81b,LOC238726
Cbx3-ps1,Gm6917
Nuak1,B230104P22Rik
Gm37977,nan
Mir7058,mmu-mir-7058
Gm17999,nan
Gm26970,nan
Bmp6,Vgr1|D13Wsu115e
Rps2-ps13,ENSMUSG00000067946|Gm14583
8030474K03Rik,LOC382231
1700074H08Rik,nan
Gm8276,nan
Atp5c1-ps,D13Mgi7
4930505G20Rik,nan
Gm23321,nan
Gm23948,nan
Gm43916,nan
Gm47652,nan
Gm19158,nan
Tex45,1700019B03Rik
Gm50018,nan
Galt,nan
Gm38104,nan
Arl3,nan
Shc2,Sli|ShcB
1700030N03Rik,nan
Ptgs2os2,linc-Cox2|Gm26687
Gm34240,nan
Gm20802,nan
Recql5,Recq5b|Recql5b
Pik3cb,p110beta|1110001J02Rik
Gm11760,nan
Gm4248,nan
Gm8091,nan
Gm35733,nan
Gm28338,nan
Snhg5,mU50HG-b|2810026P18Rik
Ccdc89,BOIP|1700019B01Rik
Gm9239,nan
Gm21795,nan
Gm10805,nan
Gm45738,nan
Olfr1006,MOR213-4|GA_x6K02T2Q125-47154544-47153606
2310015A10Rik,nan
Gm48507,nan
9330162G02Rik,Gm36343
Mfhas1,D8Ertd91e|2310066G09Rik
Gm43732,nan
Gm37325,nan
Gm43763,nan
Gm20070,nan
Acsm4,O-MACS|OMACS
Syde1,1200008N06Rik|mSYD1A
Gm26113,nan
Trim5,nan
Gm29655,nan
Pex2,Pxmp3|Zellweger syndrome homolog|PMP35|D3Ertd138e
Gm6104,nan
Wdr35,4930459M12Rik
Olfr777,MOR114-9|GA_x6K02T2PULF-10955551-10954616
Gm9919,nan
A230065N10Rik,nan
Mogat1,MGAT1|Dgat2l1|mDC2|0610030A14Rik|1110064N14Rik
Gm49429,nan
Nfya,Sez10|Cbf-b
Mrpl36,nan
Gapt,9830130M13Rik
Gm47239,nan
Nfil3,E4BP4
Gm29155,nan
Gm7160,nan
Prkce,PKCepsilon|5830406C15Rik|Pkce|PKC[e]
Klhdc3,1300011D16Rik|Peas
Plk3,Cnk
5830428M24Rik,Gm3007
Gm43100,nan
Gm34299,nan
Gm7393,nan
Gm47689,nan
Blmh,nan
Mir129b,mmu-mir-129b
Gm25969,nan
Gm29254,nan
Gm47716,nan
Brdt,Fsrg3|Brd6|7420412D09Rik
Gm23747,nan
Tm2d1,Bbp|2310026L18Rik
Gpr153,PGR1|1110065N12Rik
Gm47751,nan
Fam83a,nan
Gm39033,Gm45065
Klk1b7-ps,mGK-7|Klk-ps2
Gm10538,nan
Rexo2,1810038D15Rik|Smfn|Rex2|Sfn
Pnck,Camk1b|CaMKIbeta2|Punc|Bstk3
2610042L04Rik,takusan|Tksn
Gm17421,nan
4930432J09Rik,nan
Gm7004,nan
Foxn4,nan
Gm47515,nan
Dus4l,2310069P03Rik|2700089B10Rik
Olfr1134,MOR176-1|GA_x6K02T2Q125-49162076-49161138
Gm18857,nan
4930548G14Rik,nan
Gm34701,Gm44222
Fam189a2,LOC381217
1700006P03Rik,nan
Plb1,4632413E21Rik|4930539A06Rik|4930433E17Rik
Cabyr,4933421A18Rik|FSP-2|1700016C01Rik|CBP86
Ccdc186,Otg1|A630007B06Rik|1810028B20Rik
Gm4915,nan
Gm22847,nan
Mrgprb9-ps,MrgB9
Trip12,Gtl6|1110036I07Rik|6720416K24Rik
Gm50420,nan
Cdh22,PB-cadherin
Msx3,nan
Gm6286,nan
Gm44397,nan
Wnt4,Wnt-4
Gm49874,nan
Gm22010,nan
Marveld1,Mrvldc1
Gm42518,nan
Gm11761,nan
Lrrc46,1700006D24Rik
Slc35e2,A530082C11Rik
Gm4984,nan
Stpg4,1700011E24Rik
Gm15176,nan
Gm9292,nan
Gm28848,nan
Rpl13-ps4,Gm6143
Gm14581,nan
Gm13791,nan
Gm45370,nan
Mrgpre,C130069N09Rik|MrgE
Plxdc2,Tem7r|5430431D22Rik|1200007L24Rik
Zfp873,nan
4930594M22Rik,Gm15735
Gm5223,nan
Tmem120b,nan
Vmn2r-ps122,Gm6774
Ddt,nan
B3galnt1,Brainiac 1|Mbrn 1|Globoside blood group|B3galt3
Gm11659,nan
Irgq,FKSG27
Snrnp70,U1-70|Rnulp70|Snrp70|Srnp70|3200002N22Rik|2700022N21Rik
Gm13026,nan
Cyp2d36-ps,nan
Gm22004,nan
Gm48483,nan
Gm44477,nan
Ighv1-9,Gm16697
Gm47921,nan
Gm44116,nan
Gm13371,nan
Gm23776,nan
Gm12035,nan
Nab2,nan
Polr1c,RPA40|Rpo1-1|40kDa
5033430I15Rik,nan
Gm22966,nan
Scn1a,Nav1.1
Gm35281,nan
Gm17813,nan
Ldha,lactate dehydrogenase-A|Ldh-1|l7R2|Ldh1|LDH-A
Nxph2,nan
Gm15075,nan
Gm5500,nan
Vmn1r245,Gm5726
Gm38384,nan
Gm22732,nan
Gm43233,nan
Gm24270,nan
Gm39302,nan
4930557K07Rik,Gm43989
Gm49943,nan
Apln,6030430G11Rik
Gm18380,nan
Gm6409,nan
Tagap,TRD|tcs-1|tcs1|Tcd1a|Tcd1|Tcd-1
Micos13,QIL1|2410015M20Rik
Gm14365,nan
Ssty2,1700029H17Rik|pc11
Gm24588,nan
Gm8790,nan
Vmn1r62,V1rd8|V1rd2|V3R2
Irs4,IRS-4
Gm24888,nan
Gm12866,nan
Gm38195,nan
Lcn2,NGAL|NRL|neu-related lipocalin|24p3
Gm3139,nan
Ppp1r3e,LOC382898|A630071A11Rik
Gm5441,nan
Gm43266,nan
Slc22a30,C730048C13Rik
Spert,Nurit|1700086N05Rik
Uso1,transcytosis associated protein p115|Vdp|TAP
Gm47370,nan
Gm42465,nan
Ccnb2-ps,nan
Gm26443,nan
Cdiptos,D830044I16Rik
Gm11546,nan
Gm15401,ENSMUSG00000072999
Gm15034,nan
5930430L01Rik,nan
Gm25333,nan
Gm31659,nan
Gm11891,nan
Lilra5,Gm4878
Gm20879,nan
B230209E15Rik,nan
Mir5106,mmu-mir-5106
Zfp354b,Kid2
3110045C21Rik,nan
Vmn1r170,Gm5999
Gm11415,nan
Cd47,B430305P08Rik|Itgp|9130415E20Rik|IAP|integrin-associated protein
Gm47966,nan
Olfr1267-ps1,GA_x6K02T2Q125-51518604-51517675|MOR228-1
Gm41361,nan
Plpp2,Ppap2c|Lpp2
n-R5s103,nan
Olfr59,IH3|MOR133-3P|GA_x6K02T2P1NL-4434429-4435400
Gm2451,nan
Gm24290,nan
Klrb1-ps1,Nkrp1e
CAAA01124250.1,nan
Ywhah,14-3-3 eta
1700123O21Rik,nan
Mir5122,mmu-mir-5122
Cops4,COP9 complex S4|D5Ertd774e
AW112010,nan
Gm22479,nan
Gm25150,nan
Gm48415,nan
Clic1,Clcp|G6
Twf1,Twinfilin-1|actin monomer-binding protein|A6|Ptk9|twinfilin
Gm12449,nan
Vmn2r82,EG624845
Ppp1cb,nan
Hsd17b7,ERG27
Gm43479,nan
Ndst3,4921531K01Rik|4930511P15Rik
Gm14564,EG547170
Gm15754,EG665162
Sbpl,2310068J22Rik
Gm48976,nan
Gm20610,nan
Gm3755,nan
Gm43923,nan
Arhgef5,2210412D05Rik
Gm38207,nan
Btnl5-ps,NG12|ENSMUSG00000073420|Btnl5
Dnajc25,2010203O07Rik|2010109C08Rik
Camta2,Kiaa0909-hp
Gm44302,nan
Ephx4,Abhd7|LOC384214
AK157302,nan
Cckbr,CCKR-2|CCK2R|CCK-B/gastrin receptor|CCK2/gastrin
Rrm2b,p53R2
Prrt3,B230206N24Rik
Zfp286,nan
Olfr209,MOR182-6|Olfr208|GA_x54KRFPKG5P-55580232-55579315|GA_x54KRFPKG5P-55590495-55589578
Olfr1222,MOR233-14|GA_x6K02T2Q125-50604368-50603433
Fam83e,4930403C10Rik
Nop14,Nol14|2610033H07Rik
B930095G15Rik,nan
2210412B16Rik,nan
5530402G07Rik,nan
Gm47676,nan
Gm27197,nan
Gm11767,nan
Gm813,LOC385656|LOC328695
Gm9237,nan
Vmn1r87,V1rk1
Zfp566,2700043M03Rik
Pla2g12a,2310004B05Rik|GXII|mGXII-1|Rossy|Pla2g12
Gm5679,nan
Efcab14,4732418C07Rik
Dpep3,1700018F16Rik|MBD-3
Rtp3,Tmem7
1700072G22Rik,nan
Mir7650,mmu-mir-7650
Vmn2r103,EG627636
Gm45189,nan
Rps4x,Rps4-1|Rps4
Gm18988,nan
Inhbb,activin beta-B
Gm8131,nan
Gm9022,nan
Gm21269,nan
Slc20a1,Glvr1|PiT-1|Glvr-1
Olfr1029,GA_x6K02T2Q125-47454152-47455126|MOR198-1P
Olfr1100,MOR206-4|GA_x6K02T2Q125-48465387-48464422
Vmn2r3,EG637004
Gm26929,nan
Gm33093,Gm43644
Klhl13,1200009K10Rik|D130072F20Rik|Bklhd2
Gm5203,nan
Gm525,LOC217071
Gm44623,nan
Gm30275,Gm42877
Gm12793,nan
Gm43529,nan
Smpx,Csl|1010001C09Rik|chisel
Gm13537,nan
Zfp142,9330177B18Rik
Gm16506,nan
Gm43993,nan
Mycbpap,AMAP-1|4932408B01Rik
Nup62cl,LOC279706
Nudt17,2410015C20Rik
Tmprss13,nan
Gm22867,nan
Gm3436,nan
1700018B08Rik,nan
Gm28885,nan
Gm48034,nan
Gm25247,nan
Gm3123,nan
Gm12626,nan
Gm50481,nan
Crtam,class I-restricted T cell-associated molecule
Fam110c,9030611O19Rik
Gm49454,nan
Gm28785,nan
Gm38302,nan
Gm43450,nan
Gm43614,nan
Gm47573,nan
Mgmt,Agat|AGT
Trappc6b,5830498C14Rik
Gm28978,nan
Xdh,xanthine oxidase|XO|Xox-1|Xox1|Xor
Gm24923,nan
Defa41,Gm15293
Gm15540,nan
6030471H07Rik,nan
Rgs5,1110070A02Rik
Gm38413,Gm43248
Dpysl3,CRMP-4|Ulip|TUC4|Ulip1
Gm34411,nan
Erfe,Fam132b
Gm28630,nan
Gusb,Gus|Gus-u|asd|Gus-t|adipose storage deficiency|Gut|g|Gur|Gus-r|Gus-s
Gm48643,nan
Gm4319,nan
Samd3,LOC268288
Top1,Top-1|D130064I21Rik
2210409D07Rik,nan
Prss28,Isp1|mIsp-1
Kcnmb1,BK channel beta subunit|BKbeta1
Gm10681,nan
Hamp,Hepc|HEPC1
Tspan3,Tspan-3|1700055K04Rik|TM4-A|tetraspanin|Tm4sf8|tetraspanin TM4-A homolog
Myef2,nan
Kmt2d,C430014K11Rik|Mll4|Mll2
Il6st,gp130|D13Ertd699e|CD130|5133400A03Rik
Pdc,Rpr-1|Pdc|Rpr1
Mir7228,mmu-mir-7228
Gm11757,nan
Ldb2,CLP-36|Ldb3|CLIM-1a|CLIM-1b|CLIM1
Gm25360,nan
Gm8514,nan
Gm14601,nan
Gm22943,nan
Pcdha9,nan
Gm26060,nan
Gm23345,nan
Echs1,nan
Gm24077,nan
Gfpt1,2810423A18Rik|GFAT1|GFA|GFAT
Tln2,nan
Gm22246,nan
Gm37152,nan
Wbp2,nan
Areg,AR|Mcub|Sdgf
Adipor2,D6Ucla1e|1110001I14Rik
Gm50364,nan
Gm34593,nan
Ly6g6f,nan
5430440P10Rik,nan
Gm18929,nan
Rfc4,A1|RFC37
S100a9,MRP14|Cagb|p14|60B8Ag|GAGB|BEE22|L1Ag
Zfp335,1810045J01Rik
Gm32341,nan
Gm29077,nan
Itga4,alpha 4 subunit|VLA-4 receptor
Gm19807,nan
Dnah10,Dnahc10
Gm37461,nan
Gm4412,nan
Ldhc,Ldh3|Ldh-3|Ldhc4
Gm29192,nan
LO018689.6,nan
Vmn1r222,V1rh16
Gm23743,nan
Iqcf6,100041096
Trav3d-3,100043202|Gm10892
Gm24010,nan
Gm16217,nan
Ccdc60,nan
Cdc42bpb,DMPK-like
Gm38145,nan
Mtx1,Gcap6
Arhgef7,betaPix-c|p85SPR|Pak interacting exchange factor|betaPix|PIX|Cool|betaPix-b|cool-1
Gm48571,nan
9530085L11Rik,nan
Zfp469,LOC195209|Gm22
Gm42500,nan
Gm43103,nan
Adam6a,Adam6
Fto,nan
Trav19,Gm13893
Gm16134,nan
Gm14033,nan
Mir6937,mmu-mir-6937
Nup210l,4930548O11Rik
Gm28957,nan
Gm19641,nan
Cd2ap,METS-1|Mets1
Zc3h7a,Zc3h7|A430104C18Rik
Gm49876,nan
Gm17223,nan
Gm28281,nan
Gm17169,nan
Zp3r,SP56
Ddias,noxin|4632434I11Rik
Gm49294,nan
Tnfsf9,4-1BB-L|Cd137l|4-1BBL|4-1BB ligand|Ly63l
Zfp97,nan
Rpl5,U21RNA
Gm37599,nan
Eif3h,Eif3s3|1110008A16Rik|EIF3-gamma|EIF3-P40|9430017H16Rik
Wdr36,5730444A13Rik
Gm35019,nan
Klk1b15-ps,Klk-ps5|mGK-15|Gk15
Nqo2,Ox2|NRH: quinone oxidoreductase|Nmor2|Ox-2
Gm24366,nan
Hs3st2,6430516N12Rik|A830061E14Rik
Nme3,Ndk3|protein expressed in|1810009F08Rik|DR-nm23|Nm23-M3|non-metastatic cells 3
Gm49337,nan
Olfr491,MOR204-11|GA_x6K02T2PBJ9-10646917-10647849
Gm28995,nan
Gm7497,nan
Gm12188,nan
Gm43531,nan
Lelp1,1700012F11Rik
Gm49912,nan
Tas2r124,T2R24|mt2r50|mGR24|Tas2r24
Nudc,Silg92|NudC
3200001D21Rik,nan
Gm50232,nan
Gm11622,nan
Trav13d-2,Gm8695
Kcnj14,IRK4|A930026G01Rik|Kir2.4
Gm16221,nan
AC225888.1,nan
Ly9,T100|Lgp100|SLAMF3|CD229
Gm6740,nan
Abcc8,SUR1|D930031B21Rik|Sur
AU016765,nan
Gm26597,nan
Gm7624,nan
Ulk4,4932415A06Rik
Gm15611,nan
Ttyh1,6330408P11Rik|tty|4930459B04Rik
Gm28616,nan
Sema4b,SemC|Semac
Gm22753,nan
Mill1,5530400I18Rik
Vmn1r258,Gm4214
Gm28536,nan
Gm49421,nan
Gm43638,nan
Gm42744,Gm30103
Slc7a9,+ amino acid transporter|b<o>|+AT|CSNU3
Gm14891,nan
Gm46474,nan
A230028O05Rik,nan
Gm21918,nan
Parp3,Adprtl3|Adprt3|PARP-3|A930002C11Rik
Gm23186,nan
Gm7190,nan
Gm26448,nan
Gm2810,nan
Gm38165,nan
Ppp1r9a,4930518N04Rik|Neurabin I|2810430P21Rik|neurabin-I|NRB|A230094E16Rik
Mdm4,4933417N07Rik|Mdmx
Gm37727,nan
Phf20-ps,Gm18048
Gm8775,nan
4933404I11Rik,nan
Gm29787,nan
Rbm12b2,C430048L16Rik
Gm12472,nan
Vmn1r18,V1rc26
Gm27528,nan
Mir7665,mmu-mir-7665
Gm22762,nan
Foxg1,2900064B05Rik|Hfh9|Bf1|BF-1|Hfhbf1
Krtap29-1,Gm14195
Gm28051,nan
Psg23,1620401C02Rik
Gm48308,nan
Etnk2,Eki2|4933417N20Rik
Gm19011,nan
Gm18049,nan
Gm37337,nan
Gm27793,nan
Camk2a,alpha-CaMKII
Timmdc1,4930455C21Rik|2810021C21Rik
Gm23293,nan
Gm49405,nan
Hspbp1,1500019G21Rik
Mir7676-1,mmu-mir-7676-1
Endov,A730011L01Rik
Gm11427,nan
Acot10,p48|Acate3|MT-ACT48
Igkv13-57-1,nan
Agtrap,Atrap|3300002E14Rik|D4Wsu124e
H2ab3,H2A.Bbd3|EG624957|H2afb3|H2afb3-ps
Gm35147,nan
Gm15148,nan
Ankrd63,LOC383787|Gm1337
Gm44461,nan
Gpc4,9530073D23Rik|K-glypican
Gm7476,nan
Mir6537,mmu-mir-6537
Rs1,Rs1h|Xlrs1|tmgc1
Usp46,1190009E20Rik|2410018I08Rik
Fbxw14,Fbx12|E330009N23Rik|Fbxo12
Gm44407,nan
Krtap19-9b,Krtap16-10b|AY026312
Pcdhac1,CNRc1
Gm29424,nan
Rnase4,C730049F20Rik
Gm45597,nan
Nrap,nan
Cyp2j11,Cyp2j11-ps
Trex2,nan
Ccser2,Gcap14|2900054P12Rik|1700012P13Rik
Gm49366,nan
Fdxacb1,D630004A14Rik
D11Wsu47e,nan
Rap2c,2010200P20Rik
Alg6,E230028F23Rik
AY512915,nan
Gm49129,nan
Gm50101,nan
Gm22316,nan
1700048P04Rik,nan
Defb8,Defr1|mBD8
H2bc4,Hist1h2bc|2610022J01Rik|H2bfs
Pdzd2,A930022H17Rik|Pdzk3|LOC223364|4930537L06Rik|Gm21706
Gm48208,nan
Gm15028,nan
Gm49550,nan
Serpina3j,Gm4931|alpha-1 antiproteinase
n-R5s105,nan
Gm49562,nan
Gm11758,nan
Gm31314,nan
Grk4,A830025H08Rik|Gprk2l
Astx5,Astx|Gm14948
Gm3029,nan
Gm14350,nan
Gm18442,nan
Bik,Blk|Biklk|Nbk
Gm20909,nan
Gm29683,Gm44536
H2ac18,Hist2|H2a-615|Hist2h2aa1
1700106O07Rik,nan
Gm26355,nan
Gm27610,nan
Gm23099,nan
Acap1,Centb1
Gm45148,nan
4932438H23Rik,nan
Gm28327,nan
Ccdc6,2810012H18Rik
H1f6,Hist1h1t|H1ft
Gm27587,nan
Gm3320,nan
Ttll8,1700019P01Rik
Trmt112-ps2,Gm13072
Gm44869,nan
Gm13077,Gm20377
Gm43108,nan
Gm30124,nan
Olfr603,Olfr604|GA_x6K02T2PBJ9-6096387-6095449|MOR32-2|GA_x6K02T2PBJ9-6092550-6092362|MOR32-14_i
H2-Ab1,H2-Ab|I-A<b>|I-Abeta|A beta|Ia2|IAb|Ia-2|Abeta|Rmcs1|H-2Ab
Gm49551,nan
Gm14764,nan
Vmn2r125,Gm20782
Gm16089,nan
Zfp957,AU017455
Gm37533,nan
Stk33,4921505G21Rik
Gm1840,LOC233995
1700052I22Rik,nan
Fpr1,FPR|fMLF-R
Plcd4,4921507K24Rik
Sprr2h,nan
Ficd,D5Ertd40e
Mrm1,A530065E19Rik
Vmn1r6,V1rc20
BC024063,nan
Gm17108,nan
1700012I11Rik,nan
Gm25964,nan
Gm27236,nan
Gm37140,nan
Selenoo,1300018J18Rik|Selo
Zfp428,2410005H09Rik
Gm47209,nan
Serpini1,Ns|Spi17|PI12|Neuroserpin
Suco,osteopotentia|Opt|AI848100
Gm23078,nan
Cyp39a1,oxysterol 7-alpha-hydroxylase
A530084C06Rik,nan
Gm38084,nan
Gm27404,nan
Hnrnpul1,E1BAP5|E130317O14Rik|E1B-AP5|Hnrpul1|Hnrnpul
Acyp1,1110039O14Rik
Olfr1313,MOR245-23|GA_x6K02T2Q125-73119859-73118924
Gm3619,nan
Pip5k1c,PIP5KIgamma
Gm11896,nan
Gm28590,nan
Scai,A930041I02Rik
Noxa1,nan
Mybpc1,8030451F13Rik|Slow-type C-protein
Gm42652,nan
Gm8371,nan
n-R5s150,nan
Igfbp4,Band 3A|Deb2|IGFBP-4
Gm30400,Gm45414
Specc1,B230396K10Rik|Cytsb|2810012G08Rik
Ppp1r18os,5530401N12Rik
Gbp10,nan
Gm42963,nan
Wtip,nan
Agtr1b,AT1B|Angtr-1b|Agtr-1b
Gm19082,nan
A730061H03Rik,nan
Rnf170,6720407G21Rik
Gm34533,Gm45467
Fndc3c1,LOC333564
Cntnap5b,Caspr5-2|C230078M14Rik
Hmgn2l6,nan
Gm44289,nan
Cyp4f18,1810054N16Rik
Grip1os2,4930564G21Rik
Gm28279,nan
Cela1,Ela-1|1810062B19Rik|1810009A17Rik|Ela1|PC-TsF
Panct2,Gm5101
Gm19368,nan
Pml,1200009E24Rik|Trim19
Gm50078,nan
Gm42628,nan
Elk4,A130026I01Rik|2310011G17Rik|Sap1
Cpsf3,73 kDa
H2al1e,Gm14484
Gm28897,nan
Htt,HD|huntingtin|htt|Hdh|C430023I11Rik|IT15
Gm9731,nan
Tbl2,C76179|WS-bTRP
Spp1,Apl-1|2ar|osteopontin-like protein|Spp-1|Opnl|BNSP|ETA-1|44kDa bone phosphoprotein|bone sialoprotein 1|minopontin|Ric|OP|osteopontin|Opn
Ighv1-60,nan
Gm19589,nan
Gm31422,nan
Gm11634,nan
4833407H14Rik,nan
Aoc3,semicarbazide-sensitive amine oxidase|SSAO|VAP1
3110009M11Rik,D7Ssb2|Gm44528
Surf4,Surf-4
Gm29191,nan
4930453L07Rik,nan
Gm7855,nan
Gpr150,C030001A19Rik|PGR11
Gm9063,nan
Gm31933,nan
Gm25515,nan
AC140192.1,nan
Gm48214,nan
Magea8,Mage-a8
Gm48599,nan
Gm31938,nan
A630012P03Rik,nan
Gm5693,nan
Gm15407,nan
Kdm5d,Jarid1d|HY|Smcy
Gm34883,nan
Gm22351,nan
Gm28531,nan
4930554C24Rik,nan
Gm5395,nan
Gm9890,nan
Ptprc,T200|B220|CD45|Lyt-4|Ly-5
Bpifb9a,4833413D08Rik|vomeromodulin
Defa-ps8,OTTMUSG00000019781
Pcnx3,Pcnxl3
Gm42842,nan
Cog4,D8Ertd515e
Gm8000,nan
Gm23128,nan
Gm24655,nan
A630019I02Rik,nan
Gm41668,nan
Gm27899,nan
Ghdc,D11Lgp1e
Gm14842,nan
Pxt1,1700001G18Rik
Ing5,1810018M11Rik|1700027H23Rik
Slf2,Fam178a|6030443O07Rik
Gm48072,nan
Gm25457,nan
Gm10490,nan
Gm48903,nan
Fndc7,E230011A21Rik
Slc34a1,Npt2|Na/Pi cotransporter|Slc17a2|NaPi-IIa|renal Na+/Pi transporter
Gm32444,nan
Gm37476,nan
Smyd2,1110020E07Rik|Zmynd14|KMT3C
Slc43a3,SEEEG-1|Eeg1
2610027F03Rik,nan
Gm44353,nan
Pdha1,Pdha-1
Gm3275,nan
Gm3025,nan
Gm13977,nan
Fbxo36,2410002G19Rik|1110020F21Rik|0610008D19Rik|D1Ertd757e
Mtss1,2310003N14Rik|MIM|D130001D01Rik
Gm41396,Gm41397
Gm12435,nan
Gm11797,nan
1810017P11Rik,nan
Rtl8b,Cxx1b|Mart8c
Gm29999,nan
Gm25581,nan
Gm12622,nan
Gm6079,nan
Cmtr2,Ftsjd1|C730036L12Rik
Hcfc2,1700129L13Rik|fkls
Gm24139,nan
Gcgr,GR
Gm14053,nan
Gm24659,nan
Gm13378,nan
4933406I18Rik,nan
Gm47509,nan
Pnpla2,1110001C14Rik|desnutrin|0610039C21Rik|Atgl
Ppp1r7,SDS22|2310014J01Rik
Gm44114,nan
Tgtp2,nan
Gm37029,nan
Gm23602,nan
Gm18201,nan
Dusp26,2310043K02Rik
Gm21746,nan
Gm46610,nan
Gm11313,nan
Smpd3,4631433G07Rik|nSMase2|neutral sphingomyelinase II|fro
Scgb1b17,Abpa17|Gm4406
Fam169b,EG434197
Gm44980,nan
Gm25010,nan
Fbln5,EVEC
Vps25,D11Wsu68e|1110020N13Rik
Mia2,Mgea|MEA6|Mgea6|D12Bwg0579e|Ctage5
Etaa1os,4930542E09Rik|2900053O20Rik
Gm11819,nan
Gm28072,nan
Rps18,H-2Ke3|H2-Ke3
Uri1,NNX3|Rmp|C80913
Rpl27-ps2,Gm11552
Gm31070,nan
AC168977.2,nan
Senp1,E330036L07Rik|2310046A20Rik|D15Ertd528e
Loxhd1,sba|1700096C21Rik
Adig,SMAF1
Gm24152,nan
Gm25043,nan
Gm37885,nan
Gm35067,nan
Gm15340,nan
Gm47133,nan
Gm14364,nan
Gm14457,nan
Gm25250,nan
Gm44797,nan
Dimt1,1500031M22Rik
Gm28441,nan
Gm34184,nan
Gm11213,nan
Gm16368,nan
Gm13686,nan
Stk3,Mst2|mess1|MST|Ste20|0610042I06Rik
Fasl,CD178|Fas-L|CD95L|APT1LG1|Fasl|Tnfsf6
Nkx2-2,Nkx-2.2|Nkx2.2|tinman
AC132444.5,nan
Gm29110,nan
Gm44465,nan
Gm36989,nan
Pcdhga1,nan
1700095A13Rik,nan
Gm37497,nan
Gm47427,nan
Gm20242,nan
Akap10,B130049N18Rik|1500031L16Rik|D-AKAP2
Mtg1,Gtpbp7|LOC212508
Gm16537,nan
Mir6902,mmu-mir-6902
Ltv1,2610020N02Rik
1700112D23Rik,nan
Slc25a28,Mrs3/4|2210403D18Rik|Mfrn2
Cpne2,3322401K10Rik
Gm29226,nan
Gm30849,nan
Gm28444,nan
Tsr1,nan
Klk1b4,mGk-4|Ngfa
Gm16275,nan
Gm17107,nan
Gm18782,nan
Actn4,nan
Gm44930,nan
Gm7106,nan
Vmn2r-ps106,Vmn2r-ps107
Gm37760,nan
Gm8865,nan
Ighv6-7,nan
Gm28019,nan
Lhx2,ap|apterous|LH2A|Lh-2
2810405F17Rik,nan
Olfr444,MOR261-2|GA_x6K02T2P3E9-4602571-4601639
Klhl23,C130068N17Rik
Gm11620,nan
Mir692-2,Mir692-3|Mirn692-2a|Mirn692-2|mmu-mir-692-2|mir-692-2|mmu-mir-692-3
Gm16297,nan
Gm7058,nan
Rbm41,D330023I21Rik
Gm18397,nan
4833404L02Rik,nan
Gm22207,nan
4930435N07Rik,nan
Pomc,beta-MSH|adrenal corticotropic hormone|alphaMSH|gamma-MSH|Pomc-1|ACTH|gamma-melanocyte stimulating hormone|POMC|beta-melanocyte stimulating hormone|beta-endorphin|alpha-melanocyte stimulating hormone|BE|alpha-MSH
Gm43122,nan
Tcstv1,nan
Gm34322,nan
Rtbdn,A330096I21Rik
Hibadh,6430402H10Rik
Tnnc1,cTnC|TnC
Fxn,Frda
Dpp9,6430584G11Rik|DPRP2
Gm11696,nan
4930444K16Rik,nan
Ccdc107,1110032O22Rik
Gm7067,nan
Rnf148,4933432M07Rik|Greul3
Neurl1a,Rnf67|Neur1|2410129E16Rik|Neu1|Neurl|Nlz
Gm47820,nan
Ren1,Ren-A|Ren-1|Ren1c|Rn-1|Rnr|Ren|Ren1d
Gm47778,nan
Gm21454,nan
Gm15838,nan
Gm27847,nan
Slc44a4,2210409B01Rik|NG22
1700016P04Rik,nan
Gm14325,nan
Gm13667,nan
Gm5168,nan
Gm20470,nan
Syngr1,p29|Syngr1b
Gm23464,nan
Gm37604,nan
Gm20742,nan
Gm47106,nan
Mapkap1,D230039K05Rik|Sin1
Gm16404,nan
Gm29753,nan
Gm12325,nan
Gm36963,nan
Gm8184,nan
Mir7684,mmu-mir-7684
Gm24263,nan
Gm10238,nan
Gm6332,nan
Gm34811,Gm44838
Olfr282,MOR160-2|GA_x6K02T2NBG7-5293798-5292872
Gm42826,nan
Olfr1098,GA_x6K02T2Q125-48410458-48409511|MOR206-1
4930526H09Rik,nan
Extl1,D430033M16Rik
Gm35167,nan
Gm23233,nan
Gm7412,nan
Gm10812,nan
Olfr726,GA_x6K02T2PMLR-5775299-5774334|MOR246-4
Gm28345,nan
Gm21275,nan
Defb29,0610030I09Rik
Rsph3a,Rshl2a|1700012G05Rik|4930524H12Rik|Rshl2
Ak6,2810046E22Rik|4921516M08Rik
2510039O18Rik,nan
